n1,n2,sentiment
24868543,21343653,0.3027693441349898
40532427,334988425,0.17072567861436466
40532427,116783980,0.34716587548600963
233761277,16667912,0.07218077575088583
272490401,14410652,0.21254284752001532
14410652,104362261,0.5393561572395701
347971482,182550591,0.25554908619036854
16146692,182550591,0.16613280011020706
18169110,14410652,0.6077464384721557
31703974,14410652,0.5450844463031027
17606369,21343653,0.388074507064197
17606369,492833134,0.16225423417278884
15097698,118735414,0.2609085471307117
15097698,20175865,0.26424322267426315
222695674,34842246,0.09198805460672922
34842246,882947018,0.10688024306421241
127486569,264257730,0.35034745780547627
17955706,80940214,0.18357837866743595
80940214,20823648,0.7420890691083795
269946558,16667912,0.6170175555750322
31703974,27503607,0.13161261236240115
319420349,27503607,0.3852605147127259
62645216,34842246,0.11819724292832416
62645216,59491108,0.1931880646954002
369534928,443297726,0.27115512722906426
369534928,95281047,0.24895885148500066
58316145,231815020,0.6246459167384798
319420349,231815020,0.5037395679214316
127486569,478153611,0.2764125324974983
478153611,71036272,0.17063679336747417
393577394,549600704,0.19904966087261927
549600704,18492940,0.36540954190019237
602807375,167621823,0.31278078454365477
167621823,836914616,0.32944159963400527
413470255,21343653,0.3166386662234089
233761277,238670666,0.26704221236486586
233761277,1912083895,0.34749292182302755
334988425,497005469,0.14841266528099353
497005469,16317603,0.5357847608941496
62645216,182550591,0.22063564956592993
26519763,182550591,0.47559415418653095
269946558,1912083895,0.43170865085128335
1912083895,64229716,0.03532380653487351
18448384,15905092,0.2890791978046421
18448384,836914616,0.6874941768449545
17606369,379498878,0.2711778249143047
118735414,379498878,0.3786048549807354
118735414,34842246,0.09891250806756716
34842246,24655764,0.18549440898699968
66546898,334988425,0.48396121104402207
1706026082,379498878,0.24642007259512738
16667912,2302214911,0.29186851173387135
30311356,2302214911,0.2349414571040992
334988425,882947018,0.5007392018477566
334988425,35700018,0.1522862630875601
26519763,492833134,0.29680761457165783
26519763,22643800,0.4354330374871342
86177206,411701635,0.03905660003372304
86177206,17824265,0.40409400851827576
21343653,177702195,0.16608186987114334
177702195,16793287,0.1583274135821976
269946558,32071013,0.21164924123632473
1890308449,32071013,0.5292156559189698
158232890,492833134,0.5298427619746402
158232890,22643800,0.2257222209456656
118735414,492833134,0.13855333948208498
425937551,478153611,0.030567582837637157
425937551,182550591,0.12494178688385553
116783980,14410652,0.5004438763800043
14410652,250497146,0.6549433610176929
1130537934,22509548,0.7417015584399376
22509548,1527558726,0.5055271706276102
48050455,492833134,0.05448661055037294
272490401,61313751,0.6992468013037347
61313751,379498878,0.23798814884029432
334988425,379498878,0.198454472457682
478153611,379498878,0.3424872723660977
245399797,16793287,0.3004712505323497
269946558,15790186,0.65967464273852
16317603,15790186,0.17018437346856352
347971482,22509548,0.47890065076055266
347971482,245399797,0.176015707633577
58316145,1890308449,0.0986615598325228
59133139,6742412,0.5442222305935495
6742412,758110538,0.0956935521604413
319420349,282695161,0.37459266254600754
347971482,61015562,0.22278671811921133
61015562,19046653,0.4819860222207078
58316145,492833134,0.0577362161161436
66546898,116783980,0.09654448664305593
116783980,1360615250,0.13857548307364173
66546898,30311356,0.1015066520648384
177702195,104362261,0.23923170778158115
490706800,104362261,0.5517156368529192
334988425,59491108,0.43858647577280657
59491108,182550591,0.18399614253775276
497005469,16793287,0.37675403561748433
16793287,15996925,0.2848168955297515
836914616,27676828,0.7496345087017676
13284722,811783063,0.5286900375411421
838006482,811783063,0.2476897126327832
24655764,18492940,0.34704928695337706
18492940,16317603,0.42913077161469504
67026176,18492940,0.07379825736080099
334988425,18492940,0.17828436750133206
18169110,16146692,0.07542047594881955
18169110,1912083895,0.3681425400314249
24868543,233761277,0.46575561038824614
116783980,233761277,0.11004748720471232
26519763,425937551,0.2599398414292993
26519763,41981181,0.10148269379498659
16146692,22643800,0.8801819447552839
22643800,88246253,0.684906989905443
269946558,16317603,0.6588236102026473
16317603,335537750,0.41901641076085444
490706800,18492940,0.30793394892266085
882947018,27503607,0.19097041075192556
882947018,1202205522,0.11732906921170123
177702195,421344061,0.40672268463240724
16667912,16317603,0.12810474096115887
61664932,32071013,0.16153114593441512
529733928,32071013,0.05873137186220892
61664932,1912083895,0.35087501838930574
1132189957,18448384,0.36370495321383833
18448384,59133139,0.12274924616430545
22528309,15790186,0.6429732932292044
15097698,15905092,0.25378892196087677
15097698,24655764,0.1435054858625295
123481439,21343653,0.5085786082741846
19747572,21343653,0.24437649539872106
18448384,269946558,0.14007953178815588
18448384,16146692,0.7281698223813736
34842246,507731256,0.28920703683246657
30311356,507731256,0.23122250476169226
18448384,347971482,0.4200149670716842
347971482,71036272,0.03135916025243907
497005469,19046653,0.22105863194040704
1433227584,19046653,0.406243560830593
61313751,21343653,0.1648861940421978
158232890,1890308449,0.4254936632289758
158232890,27503607,0.5422733195920553
478153611,21343653,0.3513999039723689
21343653,41981181,0.08317979792721614
1344539976,66546898,0.412560054765025
66546898,549600704,0.08406434985580298
62645216,233761277,0.18516720831409592
257939371,62645216,0.06061935101877604
62645216,319420349,0.1263911828839563
497005469,1912083895,0.38275598744156647
26519763,413470255,0.3719975037394144
26519763,231815020,0.43000911323773183
40532427,15097698,0.4026747251602876
58316145,478153611,0.04491587351230748
478153611,32071013,0.46185599264998195
13284722,88246253,0.24966055539900844
88784440,88246253,0.5642678110996863
1132189957,158232890,0.2894424638828511
158232890,319420349,0.28540187347784346
1890308449,507731256,0.23381206713091546
1890308449,36654245,0.524740625579337
492833134,52825836,0.03280936024032762
31703974,319420349,0.17080998188643673
31703974,20175865,0.27377099732598176
522718572,61015562,0.8195994164305445
158232890,24655764,0.5756870991900468
269946558,14410652,0.01370988395474626
269946558,22528309,0.1425326085880256
26519763,52944689,0.219574980716455
52944689,15734625,0.28516743475274076
564824282,116783980,0.12249523943681814
564824282,3232895802,0.40671491223183176
16667912,36654245,0.4189972052630047
71036272,1305543613,0.21973496013767232
206877842,379498878,0.6166081355935197
334988425,22052282,0.08328866514471818
16793287,64229716,0.11793453276886112
6742412,22181836,0.31817389000264673
6742412,36654245,0.5481668579688782
1132189957,1923895026,0.20069142936314685
26519763,24655764,0.42028693883821777
334988425,21343653,0.23450597095309633
334988425,492833134,0.4016216435684415
167621823,334988425,0.2643723239234093
167621823,118735414,0.3073235973514605
522718572,2720553168,0.10845581182945889
522718572,182550591,0.7459869072784807
497005469,41981181,0.37520095399564396
41981181,287903073,0.33728637730685224
1344539976,127486569,0.2692285548877752
20251654,15790186,0.11018193209142797
88246253,15790186,0.11456640194016675
222695674,127486569,0.296895561909452
222695674,907258501,0.1705141481516543
222695674,282695161,0.2460048582578118
31703974,15905092,0.28240175217642755
602807375,564824282,0.45981218218784303
564824282,59491108,0.01070039437042928
13284722,1912083895,0.062012121020624214
497005469,347971482,0.294605063218743
347971482,6742412,0.19672313964561652
1132189957,26519763,0.27472389677621056
26519763,61015562,0.3963238980262705
602807375,17955706,0.5058717356480879
17955706,61664932,0.5255495461173539
334988425,86177206,0.5377788462725204
26519763,28731961,0.36244777066397077
18169110,16317603,0.07352448466709707
16146692,20175865,0.4693688891631947
20175865,27944689,0.45349991640020526
272490401,347971482,0.49056705815546864
272490401,233761277,0.5971773343667997
17850268,16317603,0.018257397765445892
15751083,16317603,0.40126913116274493
602807375,393577394,0.4642539296261299
19747572,492833134,0.5686654079595542
233761277,22643800,0.6694745431893938
158232890,1923895026,0.43780783804098866
34842246,28731961,0.15574704156269792
28731961,182550591,0.16290837360630306
21343653,20823648,0.4982695425898263
269946558,549600704,0.6045687199894989
206877842,21343653,0.6122949944940373
66124619,27503607,0.11015484198533948
66124619,17824265,0.4237563415692187
257939371,1536617431,0.14779003673504515
619215615,22509548,0.5874738332103301
22509548,16272310,0.6974161101525552
26519763,20175865,0.08989991361186753
334988425,71036272,0.36701120267860216
1923895026,32071013,0.41471449541729016
32071013,41981181,0.3972698251884568
18169110,18492940,0.4452803824610636
18492940,204183944,0.19663276988272835
226409888,319420349,0.6012844881685324
18169110,6742412,0.0287624562545953
6742412,19046653,0.34311964680168044
233761277,907258501,0.13341650559262036
233761277,1305543613,0.4337607985820848
233761277,177702195,0.13419016957582633
233761277,88246253,0.11990900666502038
836914616,61015562,0.13138574222195387
319420349,22509548,0.5180167323058646
17850268,88246253,0.0948306733455394
59491108,30311356,0.09718169254200291
17422976,30311356,0.2070131271806112
497005469,66124619,0.4723961767046313
619215615,27503607,0.18026868562300258
27503607,421344061,0.21002940818759247
15097698,269946558,0.5123322876344701
15097698,182550591,0.21399303761260796
40532427,222695674,0.37510352859472357
40532427,31703974,0.3397031043801792
40532427,1202205522,0.5490723846523374
1912083895,88246253,0.3226613301188614
88246253,245399797,0.17532523424768365
522718572,14410652,0.18914767371709695
1130537934,14410652,0.6678793699733864
21343653,30311356,0.2662934843647206
492833134,30311356,0.02875907060685819
16146692,30311356,0.2260425845154739
31703974,118735414,0.1905265983964599
31703974,182550591,0.2230069962209584
619215615,21343653,0.23783599683755824
882947018,21343653,0.3642491730808399
222695674,21343653,0.31272590741535855
118735414,17850268,0.03429370822168461
836914616,20175865,0.43686585346203544
61015562,245399797,0.18572766436334545
22528309,245399797,0.6373797663471208
17606369,347971482,0.20969933444591388
16146692,492833134,0.13762562072999893
492833134,27944689,0.6630906905583442
24868543,226409888,0.20919931211812973
24868543,52944689,0.25793277428090444
347971482,116783980,0.2408942978665504
1706026082,21343653,0.2174221830348069
158232890,21343653,0.21483626802824107
222695674,478153611,0.14322389085989634
210427918,119775366,0.195444109136865
119775366,228554424,0.08846633850892555
334988425,35603124,0.15891209619843044
66546898,882947018,0.04071423666439384
347971482,20175865,0.2662321419090755
347971482,907258501,0.1874771446570034
222695674,379498878,0.330998868891807
19747572,379498878,0.3178320220586866
52944689,490706800,0.4553324292243084
1912083895,15790186,0.2802027265817121
319420349,21343653,0.1869351518050274
564824282,24655764,0.12561655262736632
564824282,549600704,0.02787569897025973
127486569,21343653,0.09207452227409958
40532427,16667912,0.3655470022128876
32071013,443297726,0.42090119415252547
71036272,32071013,0.39080423001930725
71036272,1433227584,0.3776153119785527
522718572,19046653,0.4786939992696933
21343653,1527558726,0.1529037901743073
59491108,61015562,0.1301670952552217
61015562,32071013,0.5005269248130424
1255179128,52944689,0.21849773187773888
19747572,52944689,0.23509111000230304
1305543613,16793287,0.11549789929111663
86177206,421344061,0.21980023607031304
26519763,282695161,0.5163286772662401
26519763,27503607,0.4890039028113933
1890308449,18492940,0.3845326626576289
9082922,18492940,0.17507013570870766
177702195,581518524,0.1622338811994432
127486569,48050455,0.23014469189421147
48050455,379498878,0.39016645484248225
1344539976,3232895802,0.2761554430953699
24868543,3232895802,0.22299834897908594
6742412,19747572,0.515297872574935
564824282,233761277,0.1293382183494312
1255179128,21343653,0.22041278490918417
19747572,27503607,0.5504267241578461
24868543,86177206,0.5425605712455784
86177206,319420349,0.2676732621904043
158232890,18492940,0.2809153437984248
602807375,257939371,0.30046394237975926
127486569,19747572,0.42075144306668993
80940214,252398355,0.2138421304017917
245399797,252398355,0.06506317539642015
158232890,86177206,0.4284816324895384
16667912,14410652,0.5658037602167849
222695674,35603124,0.4046387484927522
66546898,24868543,0.6089992673842414
66546898,14662354,0.1517654125795252
602807375,1132189957,0.33491192043078655
602807375,1255179128,0.059562958201864816
116783980,32071013,0.4422626722000884
18448384,86177206,0.47873532366928345
20175865,41981181,0.20449538184502522
20251654,1433227584,0.16118470815403618
1433227584,245399797,0.20526377913164762
118735414,21343653,0.38228721844864055
21343653,21773704,0.2773416736636684
40532427,15905092,0.3079466952760812
40532427,48050455,0.5170277040457686
15097698,231815020,0.6964584958000039
1912083895,250497146,0.3355958599791001
40532427,549600704,0.42051124983818605
836914616,21343653,0.41897587624876115
62645216,413470255,0.205749096267333
62645216,379498878,0.19274654474997566
67026176,6742412,0.47423354944824214
393577394,15905092,0.36954609460302196
26519763,838006482,0.39552359317178215
564824282,127486569,0.27262014609553414
15097698,127486569,0.11332053402655301
17606369,14410652,0.5778547779898259
14410652,22052282,0.15973281074105847
522718572,21343653,0.5684011777835375
21343653,264257730,0.2796900105188786
233761277,19046653,0.4483370328214331
233761277,52282776,0.06775423500459843
80940214,1360615250,0.1758667024566686
34842246,16146692,0.258797392891951
34842246,907258501,0.14243601279850412
18169110,16793287,0.3052202153514992
16793287,52282776,0.3101809352255707
24868543,15905092,0.3617344880249904
334988425,41981181,0.3186726639251073
269946558,41981181,0.35815582431205595
319420349,492833134,0.24413303150741378
319420349,379498878,0.11916648169083416
123481439,492833134,0.7805469353096309
369534928,54744689,0.337888315170448
17606369,52944689,0.2954800817237581
1923895026,52944689,0.24405177553237295
564824282,66546898,0.04970696426178423
564824282,1890308449,0.11643893487553288
393577394,21343653,0.3785751446943328
59491108,1912083895,0.23820517857644224
127486569,59491108,0.27512361291239074
127486569,177702195,0.0939926107275071
13284722,32071013,0.38269808686346457
13284722,19046653,0.22067222030104863
15097698,86177206,0.1364424610589959
86177206,30311356,0.12849134609721627
1344539976,24868543,0.1639032648657788
379498878,35603124,0.12723682007937676
14622223,733263122,0.27812586106087306
52944689,177702195,0.08613879987980322
123481439,27503607,0.744911837064682
1912083895,1433227584,0.3083196319704839
20823648,1433227584,0.6824494323364215
61313751,492833134,0.15041377417289484
1255179128,15905092,0.32461224813093265
222695674,334988425,0.43494432213762946
6742412,319420349,0.36214857492011476
18448384,28731961,0.5635851376454851
28731961,27676828,0.601024089358977
347971482,619215615,0.26829276194124174
123481439,379498878,0.4646681788736788
1132189957,34842246,0.27362995617540287
34842246,177702195,0.12794155802319424
478153611,18492940,0.42461593077487786
123481439,52944689,0.46196517961240335
319420349,52944689,0.05075786770524953
15905092,1912083895,0.16245449842795748
66546898,59491108,0.18494411529020066
127486569,30311356,0.23435429750099657
549600704,30311356,0.14738617488494477
836914616,492833134,0.18715750874838513
549600704,492833134,0.05230686410881862
34842246,226409888,0.6460694894514614
226409888,61015562,0.801389480853035
6742412,48050455,0.0276124996051759
21343653,581518524,0.15366210147261464
26519763,379498878,0.0897924449664945
379498878,15734625,0.4706661179257632
15097698,59491108,0.1830768458643235
86177206,116783980,0.02677996540198495
86177206,882947018,0.01913845678301515
18448384,116783980,0.5233602130713849
245399797,569244581,0.8103630239120871
245399797,16018516,0.6631173346372987
16317603,569244581,0.8042156510396695
88246253,569244581,0.6609705156681099
269946558,6742412,0.5609038255554726
269946558,104362261,0.5737195776563572
18169110,21343653,0.391099868616247
16146692,22509548,0.7967695128380938
22509548,39508427,0.6624109675993057
334988425,522718572,0.36027786348516655
564824282,347971482,0.21142085498228874
61664932,71036272,0.4154268633666416
206877842,14410652,0.30489119346486276
492833134,421344061,0.2800840702046119
492833134,1265149364,0.5670285145914061
59133139,233761277,0.45461667416728757
52944689,1912083895,0.124497679052237
1344539976,413470255,0.40781181030042996
15905092,619215615,0.16402251099430393
15905092,116783980,0.27722806904684844
282695161,394166747,0.19385746041678759
282695161,17198100,0.5526580696352407
1344539976,497005469,0.18442661309277653
1344539976,177702195,0.3888653369811826
1912083895,22052282,0.20521186735864974
52944689,104362261,0.2690736365757534
20823648,16317603,0.6817614665364324
20823648,64229716,0.46202548719856107
564824282,15097698,0.19006727303979817
15097698,21343653,0.27023129290697
233761277,17824265,0.4315680507962294
71036272,17824265,0.21538564849425662
177702195,399596991,0.3471820481133683
71036272,16793287,0.14458223695338462
22509548,104362261,0.594071359480091
17955706,1344539976,0.47498084985643013
1344539976,581518524,0.24313891946933722
564824282,334988425,0.45287591152576473
334988425,549600704,0.4883158476158773
22509548,30311356,0.6905582491487368
497005469,245399797,0.4514476617281596
34842246,6742412,0.08681944486533767
31703974,61015562,0.18006349227135457
379498878,104362261,0.37583912909194406
15097698,14410652,0.563116829073453
14410652,30311356,0.48349525226769735
18169110,32071013,0.5704124435859868
24655764,32071013,0.5918442998417577
18169110,269946558,0.551096705482523
18448384,6742412,0.555489008468935
18448384,334988425,0.12067145716646942
1923895026,549600704,0.07448467903658758
80940214,127486569,0.22447246570233295
1433227584,16317603,0.13417570375278332
222695674,26519763,0.40149604408453526
425937551,52944689,0.3229314428810843
20251654,20823648,0.7384491412832357
20823648,52282776,0.6301414506473527
14410652,1433227584,0.5897352103306376
393577394,492833134,0.2150849307038782
62645216,492833134,0.13112717930720144
127486569,104362261,0.1848752603103054
15097698,17976923,0.6397812997639716
17955706,66546898,0.07858089062732476
40532427,66546898,0.3389058038549693
61313751,14410652,0.508671469388719
319420349,14410652,0.4705903345402078
222695674,19747572,0.509640013362023
86177206,19550464,0.26651377267793674
1344539976,117082566,0.5658718565083498
80940214,1890308449,0.13804265685937148
118735414,71036272,0.2543744674891645
127486569,28731961,0.20506880224996615
28731961,20175865,0.34383067790281147
19747572,61015562,0.5166240043267627
1923895026,27503607,0.16599601437359626
26519763,22509548,0.42896483294589544
15097698,52944689,0.20656880406177702
549600704,379498878,0.3615474989132713
549600704,35700018,0.30551736775996613
66546898,15097698,0.16297835629949836
127486569,347971482,0.14594359860732256
18169110,86177206,0.12000078892185098
18169110,1890308449,0.25218923708295493
16793287,15790186,0.20253129339227322
15905092,882947018,0.2883095347982427
882947018,61015562,0.10126477595099434
127486569,17422976,0.1712389421853223
24868543,20175865,0.2852049141236035
1130537934,27676828,0.648816560735154
27676828,758110538,0.7155353026685318
15097698,478153611,0.08804925875428013
1923895026,16667912,0.05810062813521576
16667912,52282776,0.18887904507953804
26519763,127486569,0.2592323122216098
118735414,22509548,0.6012267201199099
17606369,836914616,0.21623742851639838
347971482,27503607,0.3035060249630855
1706026082,27503607,0.21650127102229436
18448384,222695674,0.46374081040227977
222695674,27676828,0.5457953779526805
15097698,27503607,0.22155937473080886
836914616,48050455,0.09784202374920425
836914616,379498878,0.4873380409827583
66124619,17850268,0.18149025314930495
22052282,245399797,0.4638883150976307
18448384,26519763,0.2489104649572516
478153611,14410652,0.5345972250810236
14410652,16317603,0.6439360304429121
20175865,35603124,0.0675872386047121
86177206,24655764,0.14102690193286907
86177206,287903073,0.429753704007001
1305543613,16045956,0.4181243952992147
16045956,59829817,0.21826987788179175
62645216,27944689,0.5561983080709888
1706026082,182550591,0.14040597987019954
182550591,104362261,0.13367490874953247
118735414,30311356,0.0819445724009959
421344061,30311356,0.2986242575333561
16317603,16045956,0.20671808201639288
522718572,443297726,0.5072756949137083
19046653,443297726,0.17614439967055306
34842246,17422976,0.17376254045036654
7004382,369534928,0.0016208778605397974
66546898,18492940,0.4228824348238412
3232895802,18492940,0.04013410937266358
118735414,20175865,0.29745768676383816
118735414,22181836,0.2990556882568641
226409888,35603124,0.3651890983202552
602807375,158232890,0.11992584043620069
564824282,478153611,0.07607848450395466
26519763,21343653,0.19896365248624234
24655764,21343653,0.43062021699728165
127486569,619215615,0.2188684084316811
80940214,41981181,0.23015802081424916
58316145,21343653,0.3437603866833484
13284722,14622223,0.2983910649829627
369534928,14622223,0.20290386125251383
233761277,24655764,0.21710095478824595
250497146,15996925,0.18928860725422078
118735414,27944689,0.7306566954224952
118735414,182550591,0.14885944261168613
40532427,478153611,0.3173625707111913
17850268,19046653,0.43004861013152285
1912083895,125186206,0.48385326649826904
492833134,16272310,0.21449319729173147
492833134,16317603,0.11470239954267583
158427758,233761277,0.36206981761370516
379498878,581518524,0.07421704307860087
549600704,16272310,0.2078044908798917
269946558,21343653,0.3918958470120878
269946558,17850268,0.7187545041798816
127486569,425937551,0.25049811370144814
425937551,41981181,0.18159720193155682
347971482,16317603,0.30526308689842113
32071013,15790186,0.427408566582759
24655764,41981181,0.3030514119959956
14410652,41981181,0.37211594632609296
71036272,2302214911,0.035572758855593696
619215615,16272310,0.11193198431855189
22509548,41981181,0.3699513437284049
40532427,2720553168,0.35878695583556774
40532427,28731961,0.3958786489290791
18448384,425937551,0.5293798991485889
425937551,250497146,0.1675617407874136
48050455,16667912,0.09969582031214623
16667912,88246253,0.13638813755979132
67026176,14410652,0.1745597170401771
497005469,59829817,0.33381068406717834
1912083895,59829817,0.1854375283901841
602807375,222695674,0.4331139217963307
6742412,250497146,0.15215745518290125
1890308449,250497146,0.15473752427969908
86177206,19747572,0.49352308714514465
66546898,27944689,0.6622187600369513
127486569,27944689,0.47053211852483184
1344539976,1923895026,0.5192907369645612
1923895026,282695161,0.24268777090738355
17606369,86177206,0.13585728630517602
347971482,17850268,0.33534548210703446
86177206,17850268,0.11969981198741052
522718572,13284722,0.4837308589376415
1923895026,347971482,0.15701020070872812
272490401,490706800,0.1523074973324153
1433227584,64229716,0.3830563423801307
58316145,118735414,0.10466529051992289
61664932,16793287,0.4050562838811874
32071013,16317603,0.48943122431703723
158232890,17606369,0.4423059824826403
61664932,16667912,0.5493252761047175
66124619,19046653,0.33239635406232865
15905092,22643800,0.564229133817742
16667912,250497146,0.15628322292492025
127486569,490706800,0.4381025806862806
1923895026,3232895802,0.33636275537170507
1923895026,182550591,0.2281813314551716
1255179128,182550591,0.518281148409536
24655764,182550591,0.11747022608559
40532427,16146692,0.5058887612047535
127486569,16146692,0.32399461251664086
34842246,86177206,0.06437892949395876
34842246,35603124,0.38309741902259375
334988425,16793287,0.2867865526736732
226409888,16146692,0.8667005036888458
1912083895,41981181,0.1721443214694137
257939371,116783980,0.2476860334347263
6742412,116783980,0.07617861718740479
1132189957,497005469,0.29279127446391773
17606369,20175865,0.3069960870340084
22509548,27944689,0.10163073811214185
15905092,16146692,0.40189118264867546
17606369,24655764,0.06264119461298312
18448384,413470255,0.6145699378070004
24655764,14410652,0.6437662727599274
52944689,39508427,0.24745567387747971
347971482,3232895802,0.1583982636111986
48050455,27503607,0.13768413534319507
62645216,177702195,0.09051803401127942
41981181,1433227584,0.40612455683959303
1433227584,16793287,0.2753289109188575
564824282,1923895026,0.09422297148697735
334988425,61313751,0.4256241922662396
334988425,27503607,0.5740200532616693
347971482,9082922,0.1855268806382034
347971482,64229716,0.06454462724979694
257939371,26519763,0.2595146470105502
24868543,182550591,0.5697698289670278
16317603,14622223,0.5254372002979497
13284722,61015562,0.37065855133559794
619215615,61015562,0.1256318640392823
24655764,379498878,0.4632381607158633
61313751,16146692,0.3171907205122332
522718572,347971482,0.5208720741981294
522718572,35603124,0.3520198396491507
34842246,36654245,0.41231310215712536
282695161,36654245,0.5240102017469486
80940214,245399797,0.15076247042234714
269946558,1060487274,0.6105167875071384
269946558,16793287,0.4081521564905733
257939371,24655764,0.3886210573578594
1255179128,522718572,0.4076710636850211
334988425,16667912,0.4211047688269373
222695674,1130537934,0.15982479771167166
564824282,269946558,0.4879870898257401
118735414,14410652,0.6310927408012643
269946558,369534928,0.1117339331747616
16146692,52944689,0.46946945943417706
16146692,27503607,0.14263113061956045
88246253,443297726,0.2593917288898791
52944689,581518524,0.10384918096828523
52944689,205889882,0.3023643018651922
21343653,39508427,0.3091790841506586
61664932,20251654,0.5348841276618892
19747572,882947018,0.538183967706718
26519763,34842246,0.3135072420909899
206877842,233761277,0.8200749902696871
158232890,226409888,0.2549890273041982
118735414,226409888,0.6646999650825011
158232890,22509548,0.1748815270199191
86177206,52825836,0.1007383072534878
27503607,1360615250,0.20120678544318424
1360615250,15751083,0.3063763627027873
18169110,252398355,0.13747794401962837
88246253,252398355,0.13667292374270612
71036272,36654245,0.22057900750741696
619215615,319420349,0.3094319963323052
40532427,26519763,0.10127764465747577
272490401,116783980,0.6858255076753974
116783980,52944689,0.21131236590645255
272490401,492833134,0.5707758271656636
492833134,20823648,0.723837044218328
61015562,399596991,0.11591245808750178
59133139,22528309,0.22785124731941872
